player_id,match_id,minutes_played,goals,assists,shots,yellow_cards,red_cards
413,4,20,3,2,5,0,0
414,4,49,1,0,1,1,0
415,4,35,3,0,0,1,0
416,4,48,1,0,2,1,0
417,4,59,0,0,4,1,0
418,4,80,1,1,0,0,0
419,4,50,0,1,5,1,0
420,4,52,2,0,0,1,0
1061,4,24,1,1,3,0,0
1062,4,2,3,1,0,1,0
1063,4,87,1,2,1,1,0
1064,4,83,2,1,1,1,0
1065,4,4,0,2,3,0,0
1066,4,49,1,2,1,1,0
1067,4,13,1,1,3,1,0
1068,4,60,1,1,0,0,0
1069,4,22,0,2,5,1,0
1070,4,44,1,2,2,1,0
1071,4,21,0,2,5,0,0
1072,4,71,3,2,1,0,0
1073,4,6,0,1,0,1,0
1074,4,18,0,0,0,1,0
1075,4,83,3,0,3,0,0
1076,4,71,2,1,4,1,0
1077,4,40,0,1,2,1,0
1078,4,33,1,2,3,0,0
1079,4,64,1,1,1,1,0
1080,4,12,2,0,1,0,0
1381,5,73,3,0,5,1,0
1382,5,79,1,0,1,0,0
1383,5,50,1,1,3,1,0
1384,5,81,2,1,0,0,0
1385,5,6,3,0,2,1,0
1386,5,6,3,2,2,1,0
1387,5,6,1,1,1,0,0
1388,5,55,0,2,1,0,0
1389,5,81,3,0,4,1,0
1390,5,50,0,1,2,0,0
1391,5,71,3,2,5,1,0
1392,5,90,2,2,0,1,0
1393,5,54,0,0,3,1,0
1394,5,15,2,0,0,0,0
1395,5,37,1,0,4,1,0
1396,5,15,2,1,5,0,0
1397,5,19,2,1,2,1,0
1398,5,56,1,0,3,1,0
1399,5,70,1,2,4,0,0
1400,5,85,2,0,5,1,0
1441,5,24,3,2,0,0,0
1442,5,55,2,2,4,0,0
1443,5,49,3,2,3,1,0
1444,5,44,1,2,0,1,0
1445,5,69,3,1,3,1,0
1446,5,54,2,2,5,1,0
1447,5,44,1,2,5,1,0
1448,5,79,3,2,4,1,0
1449,5,63,3,1,0,1,0
1450,5,39,2,2,3,1,0
1451,5,68,0,1,5,0,0
1452,5,8,2,1,2,0,0
1453,5,17,0,2,0,1,0
1454,5,60,3,0,1,1,0
1455,5,72,2,0,3,1,0
1456,5,32,3,2,3,0,0
1457,5,58,0,1,3,1,0
1458,5,14,0,0,2,1,0
1459,5,7,1,2,3,1,0
1460,5,34,3,2,1,1,0
481,6,75,2,0,0,1,0
482,6,64,0,1,1,0,0
483,6,50,0,2,5,1,0
484,6,42,3,2,4,0,0
485,6,55,0,2,0,0,0
486,6,71,2,0,0,0,0
487,6,52,2,0,4,0,0
488,6,0,3,1,1,1,0
489,6,59,1,1,0,0,0
490,6,30,0,0,1,0,0
491,6,46,0,0,2,0,0
492,6,11,3,0,5,0,0
493,6,18,1,2,5,0,0
494,6,8,2,1,3,1,0
495,6,62,2,2,2,0,0
496,6,76,2,1,0,0,0
497,6,5,1,1,5,0,0
498,6,64,0,1,1,0,0
499,6,2,1,0,1,0,0
500,6,3,0,2,0,0,0
1001,6,21,1,0,1,1,0
1002,6,37,0,2,3,0,0
1003,6,32,0,2,0,1,0
1004,6,21,1,0,4,0,0
1005,6,28,1,0,2,1,0
1006,6,78,0,0,0,0,0
1007,6,13,2,0,1,1,0
1008,6,65,2,0,1,0,0
1009,6,41,3,2,2,1,0
1010,6,28,0,1,2,1,0
1011,6,19,0,0,1,0,0
1012,6,71,2,1,0,1,0
1013,6,72,1,2,5,1,0
1014,6,85,1,0,1,0,0
1015,6,34,3,1,1,0,0
1016,6,29,2,2,4,1,0
1017,6,24,3,1,4,0,0
1018,6,57,1,2,5,1,0
1019,6,46,1,0,1,0,0
1020,6,89,1,0,3,1,0
281,7,44,3,0,0,0,0
282,7,51,0,0,0,0,0
283,7,13,0,0,0,1,0
284,7,85,3,2,0,1,0
285,7,37,2,1,5,0,0
286,7,6,2,2,4,0,0
287,7,46,0,1,0,1,0
288,7,31,2,2,1,1,0
289,7,86,3,0,2,1,0
290,7,21,2,1,5,1,0
291,7,73,0,2,2,1,0
292,7,10,3,0,2,1,0
293,7,71,0,0,4,0,0
294,7,64,2,2,1,1,0
295,7,39,3,0,1,0,0
296,7,71,1,0,2,1,0
297,7,74,3,0,1,1,0
298,7,17,2,0,5,0,0
299,7,77,0,1,2,0,0
300,7,16,2,2,2,0,0
301,7,28,2,0,2,0,0
302,7,16,3,2,5,1,0
303,7,89,2,1,2,0,0
304,7,79,2,0,5,1,0
305,7,46,0,0,5,0,0
306,7,25,0,1,5,0,0
307,7,88,1,1,4,0,0
308,7,18,0,2,4,1,0
309,7,69,1,0,2,1,0
310,7,88,3,2,1,1,0
311,7,90,1,0,0,1,0
312,7,35,0,0,3,1,0
313,7,18,2,1,5,1,0
314,7,32,2,0,5,1,0
315,7,44,2,0,5,0,0
316,7,57,0,0,4,1,0
317,7,60,2,1,2,0,0
318,7,73,3,0,0,1,0
319,7,16,0,0,3,1,0
320,7,61,0,0,4,1,0
1121,8,10,3,0,2,1,0
1122,8,24,3,0,5,0,0
1123,8,37,1,2,5,1,0
1124,8,69,0,1,1,1,0
1125,8,85,0,0,0,0,0
1126,8,49,1,0,4,0,0
1127,8,22,2,1,3,1,0
1128,8,2,2,1,2,1,0
1129,8,73,3,2,2,1,0
1130,8,16,0,0,0,1,0
1131,8,52,2,0,5,1,0
1132,8,89,2,1,3,1,0
1133,8,68,3,0,4,0,0
1134,8,50,1,1,4,1,0
1135,8,25,3,1,2,1,0
1136,8,79,1,1,5,0,0
1137,8,47,0,2,3,1,0
1138,8,47,2,0,2,1,0
1139,8,46,0,1,5,1,0
1140,8,67,3,1,2,0,0
1421,8,4,2,0,2,1,0
1422,8,48,1,1,2,0,0
1423,8,26,0,1,5,0,0
1424,8,67,0,0,0,1,0
1425,8,22,2,1,5,0,0
1426,8,36,3,2,2,1,0
1427,8,60,2,1,4,0,0
1428,8,64,2,1,5,1,0
1429,8,29,3,2,1,1,0
1430,8,29,3,2,4,1,0
1431,8,9,3,2,4,0,0
1432,8,17,1,0,1,1,0
1433,8,3,2,1,2,1,0
1434,8,35,3,1,2,1,0
1435,8,31,2,1,2,0,0
1436,8,57,1,1,1,0,0
1437,8,16,2,1,3,1,0
1438,8,86,0,2,4,0,0
1439,8,78,1,2,5,1,0
1440,8,81,3,1,5,0,0
1,9,3,0,1,4,0,0
2,9,89,3,0,4,1,0
3,9,32,2,1,4,1,0
4,9,27,2,2,4,1,0
5,9,52,1,2,3,0,0
6,9,9,0,0,2,1,0
7,9,52,2,1,0,1,0
8,9,43,0,1,3,1,0
9,9,75,1,2,4,1,0
10,9,80,1,1,0,1,0
11,9,2,3,1,1,0,0
12,9,66,2,2,4,1,0
13,9,80,2,1,2,0,0
14,9,55,2,2,2,1,0
15,9,41,0,2,3,0,0
16,9,17,1,0,1,1,0
17,9,2,3,1,1,1,0
18,9,8,0,2,3,1,0
19,9,19,3,0,1,1,0
20,9,64,1,2,5,1,0
1761,9,52,1,1,1,0,0
1762,9,73,2,1,0,1,0
1763,9,58,0,2,3,0,0
1764,9,50,1,0,4,1,0
1765,9,13,2,0,0,0,0
1766,9,75,3,1,0,0,0
1767,9,90,1,1,1,1,0
1768,9,11,1,0,1,0,0
1769,9,65,3,0,1,0,0
1770,9,53,2,1,1,1,0
1771,9,64,3,2,3,0,0
1772,9,15,0,2,2,1,0
1773,9,42,3,2,0,1,0
1774,9,38,1,2,4,1,0
1775,9,35,2,1,0,1,0
1776,9,24,1,0,4,1,0
1777,9,88,0,2,0,1,0
1778,9,82,2,2,1,1,0
1779,9,80,1,1,2,0,0
1780,9,77,1,1,4,1,0
1221,10,11,1,1,3,1,0
1222,10,16,0,1,5,1,0
1223,10,21,0,0,3,0,0
1224,10,42,2,1,0,0,0
1225,10,29,2,1,0,0,0
1226,10,78,1,2,1,1,0
1227,10,10,2,2,2,1,0
1228,10,75,0,1,2,1,0
1229,10,78,3,2,0,0,0
1230,10,79,2,2,2,1,0
1231,10,46,0,0,0,0,0
1232,10,11,2,0,4,0,0
1233,10,21,3,2,1,1,0
1234,10,59,1,1,3,0,0
1235,10,12,0,2,0,0,0
1236,10,70,1,1,2,1,0
1237,10,0,0,2,3,0,0
1238,10,47,3,2,4,1,0
1239,10,46,0,0,5,0,0
1240,10,31,1,1,3,1,0
1701,10,5,2,2,5,1,0
1702,10,69,3,0,2,1,0
1703,10,73,0,0,0,0,0
1704,10,0,0,2,4,0,0
1705,10,27,1,0,2,0,0
1706,10,47,1,2,3,1,0
1707,10,32,3,2,3,0,0
1708,10,15,3,1,5,1,0
1709,10,8,3,0,2,0,0
1710,10,18,1,1,1,0,0
1711,10,27,0,1,1,0,0
1712,10,48,0,1,1,1,0
1713,10,69,3,1,0,1,0
1714,10,58,3,2,5,1,0
1715,10,16,1,2,2,1,0
1716,10,80,2,2,4,1,0
1717,10,23,3,0,4,1,0
1718,10,54,1,1,5,0,0
1719,10,80,3,0,2,1,0
1720,10,79,0,2,5,1,0
301,11,18,3,1,1,0,0
302,11,54,0,2,0,1,0
303,11,10,1,1,2,0,0
304,11,35,2,1,5,1,0
305,11,49,2,2,1,0,0
306,11,60,3,0,4,0,0
307,11,54,1,1,5,1,0
308,11,31,1,0,5,0,0
309,11,37,3,2,1,1,0
310,11,70,0,2,0,0,0
311,11,42,1,0,4,1,0
312,11,6,1,1,3,0,0
313,11,12,0,1,0,0,0
314,11,11,3,1,4,1,0
315,11,10,2,2,0,1,0
316,11,12,0,1,4,1,0
317,11,59,2,0,3,0,0
318,11,61,0,2,3,0,0
319,11,12,3,1,2,0,0
320,11,52,2,0,5,1,0
401,11,69,0,2,0,0,0
402,11,73,0,2,0,0,0
403,11,3,0,2,1,0,0
404,11,34,3,0,5,1,0
405,11,68,2,1,5,0,0
406,11,0,1,2,2,1,0
407,11,58,1,0,5,1,0
408,11,34,0,0,0,1,0
409,11,83,2,1,3,1,0
410,11,82,3,0,4,0,0
411,11,71,2,1,4,0,0
412,11,11,3,0,3,1,0
413,11,75,2,2,2,0,0
414,11,17,0,2,1,1,0
415,11,9,2,0,5,0,0
416,11,38,2,1,4,0,0
417,11,70,3,1,5,0,0
418,11,73,3,1,3,0,0
419,11,6,0,1,1,0,0
420,11,13,3,1,0,0,0
481,12,37,0,2,4,0,0
482,12,86,1,1,1,1,0
483,12,9,2,2,1,0,0
484,12,76,1,2,0,0,0
485,12,8,1,1,1,1,0
486,12,45,2,1,4,1,0
487,12,64,1,2,1,0,0
488,12,6,2,1,1,0,0
489,12,19,2,2,3,1,0
490,12,42,3,2,3,1,0
491,12,83,2,0,3,0,0
492,12,46,2,0,1,0,0
493,12,49,0,1,3,1,0
494,12,43,1,1,1,0,0
495,12,57,2,0,2,0,0
496,12,80,0,2,0,0,0
497,12,36,0,2,1,0,0
498,12,53,1,0,3,1,0
499,12,30,1,0,1,1,0
500,12,5,0,1,2,1,0
1441,12,81,1,2,1,0,0
1442,12,49,3,2,2,1,0
1443,12,77,3,1,2,0,0
1444,12,59,2,1,3,0,0
1445,12,64,2,1,1,1,0
1446,12,73,0,1,3,1,0
1447,12,8,3,0,1,0,0
1448,12,54,2,2,4,1,0
1449,12,44,0,0,3,1,0
1450,12,69,2,2,0,1,0
1451,12,49,0,0,3,1,0
1452,12,64,1,0,1,0,0
1453,12,18,3,0,3,0,0
1454,12,38,0,1,0,1,0
1455,12,2,0,1,5,0,0
1456,12,85,2,0,5,0,0
1457,12,17,0,2,2,1,0
1458,12,80,3,2,2,0,0
1459,12,90,0,0,5,1,0
1460,12,37,1,0,4,0,0
1001,13,61,0,2,1,1,0
1002,13,74,3,0,1,0,0
1003,13,80,0,2,5,1,0
1004,13,72,0,0,1,1,0
1005,13,89,2,0,5,0,0
1006,13,45,0,1,4,0,0
1007,13,11,2,1,2,0,0
1008,13,23,2,0,4,1,0
1009,13,22,0,2,2,0,0
1010,13,11,3,1,5,0,0
1011,13,76,2,0,3,0,0
1012,13,13,0,0,1,1,0
1013,13,85,0,0,3,1,0
1014,13,22,2,2,5,1,0
1015,13,32,1,1,0,1,0
1016,13,6,0,2,3,1,0
1017,13,0,3,0,4,0,0
1018,13,18,3,1,2,1,0
1019,13,40,3,0,4,1,0
1020,13,31,1,1,3,0,0
1521,13,15,0,1,2,0,0
1522,13,63,1,1,4,0,0
1523,13,12,0,2,0,1,0
1524,13,8,3,2,0,0,0
1525,13,20,2,0,3,0,0
1526,13,16,2,2,2,1,0
1527,13,85,1,0,3,1,0
1528,13,6,3,2,4,0,0
1529,13,5,3,2,1,0,0
1530,13,26,3,2,3,1,0
1531,13,14,2,0,2,1,0
1532,13,10,3,2,2,1,0
1533,13,44,0,0,4,1,0
1534,13,69,0,1,2,0,0
1535,13,45,0,1,3,0,0
1536,13,68,3,1,0,0,0
1537,13,13,2,0,4,0,0
1538,13,85,0,1,4,0,0
1539,13,80,2,0,1,1,0
1540,13,23,1,1,0,0,0
1301,14,43,1,1,2,0,0
1302,14,31,2,2,2,1,0
1303,14,49,3,2,2,1,0
1304,14,29,2,2,3,1,0
1305,14,18,3,1,5,1,0
1306,14,52,1,2,2,0,0
1307,14,6,2,1,3,0,0
1308,14,82,2,1,2,0,0
1309,14,36,0,1,5,1,0
1310,14,56,2,2,0,0,0
1311,14,15,2,1,4,0,0
1312,14,57,3,2,1,0,0
1313,14,29,0,2,0,1,0
1314,14,76,3,0,4,0,0
1315,14,14,0,1,2,0,0
1316,14,38,3,1,0,0,0
1317,14,15,1,2,5,1,0
1318,14,85,0,2,2,1,0
1319,14,53,0,0,3,1,0
1320,14,46,3,1,1,0,0
1421,14,14,1,0,5,1,0
1422,14,5,1,0,2,0,0
1423,14,40,2,2,1,0,0
1424,14,27,1,1,4,1,0
1425,14,36,1,0,0,0,0
1426,14,53,1,0,3,0,0
1427,14,13,3,1,3,0,0
1428,14,22,1,2,1,0,0
1429,14,89,3,2,2,1,0
1430,14,33,3,0,4,1,0
1431,14,79,2,0,4,0,0
1432,14,1,3,2,2,1,0
1433,14,87,0,0,2,1,0
1434,14,0,2,0,5,0,0
1435,14,8,3,1,4,0,0
1436,14,69,0,1,2,1,0
1437,14,71,3,2,0,0,0
1438,14,33,0,1,3,1,0
1439,14,55,2,0,1,1,0
1440,14,52,0,0,3,0,0
1061,15,68,3,2,4,1,0
1062,15,5,3,1,1,1,0
1063,15,81,3,1,0,0,0
1064,15,56,3,0,0,0,0
1065,15,89,0,2,1,0,0
1066,15,20,0,2,3,1,0
1067,15,56,3,2,1,1,0
1068,15,56,2,2,0,0,0
1069,15,33,1,1,2,1,0
1070,15,61,1,0,3,1,0
1071,15,88,0,2,0,0,0
1072,15,74,2,1,3,0,0
1073,15,53,0,2,3,0,0
1074,15,52,1,2,3,0,0
1075,15,20,2,1,3,1,0
1076,15,21,2,2,3,1,0
1077,15,14,0,2,3,1,0
1078,15,10,0,2,3,0,0
1079,15,74,2,1,1,1,0
1080,15,78,2,2,0,0,0
1381,15,52,2,1,5,0,0
1382,15,52,2,2,0,0,0
1383,15,2,0,1,4,0,0
1384,15,44,1,2,5,0,0
1385,15,64,0,0,5,1,0
1386,15,13,1,1,5,0,0
1387,15,68,2,1,4,0,0
1388,15,85,3,1,3,1,0
1389,15,30,1,2,2,0,0
1390,15,15,2,0,4,1,0
1391,15,70,0,1,3,0,0
1392,15,72,1,0,5,1,0
1393,15,15,1,2,1,0,0
1394,15,73,0,0,0,1,0
1395,15,40,0,2,1,0,0
1396,15,64,2,2,3,0,0
1397,15,57,2,0,1,0,0
1398,15,45,1,1,1,1,0
1399,15,0,2,0,3,0,0
1400,15,57,3,0,1,1,0
1,16,47,2,1,2,1,0
2,16,71,0,2,2,1,0
3,16,20,0,2,0,1,0
4,16,89,3,1,0,1,0
5,16,78,3,0,5,1,0
6,16,52,0,2,3,1,0
7,16,30,0,2,1,1,0
8,16,75,1,0,4,0,0
9,16,50,0,0,3,1,0
10,16,62,3,1,5,1,0
11,16,38,1,0,0,0,0
12,16,27,3,2,4,0,0
13,16,89,3,1,2,0,0
14,16,0,2,0,4,1,0
15,16,41,0,0,5,0,0
16,16,44,1,0,2,0,0
17,16,85,1,2,1,0,0
18,16,60,2,1,3,0,0
19,16,59,3,2,4,1,0
20,16,44,0,1,3,1,0
1221,16,44,0,0,4,1,0
1222,16,66,2,2,4,0,0
1223,16,88,3,0,1,1,0
1224,16,35,0,0,5,1,0
1225,16,58,1,1,2,1,0
1226,16,68,3,2,1,1,0
1227,16,31,0,2,0,0,0
1228,16,67,2,1,5,1,0
1229,16,15,3,0,3,0,0
1230,16,73,1,0,3,0,0
1231,16,4,0,0,5,0,0
1232,16,88,3,1,3,0,0
1233,16,58,0,2,5,0,0
1234,16,81,3,0,3,0,0
1235,16,78,0,0,0,1,0
1236,16,58,2,1,1,0,0
1237,16,87,0,1,4,1,0
1238,16,37,3,1,2,1,0
1239,16,13,2,2,2,0,0
1240,16,15,3,0,1,0,0
281,17,57,2,1,1,0,0
282,17,82,2,1,5,0,0
283,17,67,0,1,0,0,0
284,17,62,2,2,1,0,0
285,17,63,3,1,5,1,0
286,17,13,1,0,2,1,0
287,17,72,1,2,4,1,0
288,17,2,2,2,4,0,0
289,17,27,0,0,0,0,0
290,17,65,0,2,0,1,0
291,17,90,3,0,1,0,0
292,17,57,1,2,2,0,0
293,17,27,2,1,4,0,0
294,17,11,0,2,5,1,0
295,17,16,3,2,3,1,0
296,17,40,2,1,4,0,0
297,17,19,0,1,2,0,0
298,17,66,1,0,0,0,0
299,17,10,3,1,5,1,0
300,17,3,3,2,1,1,0
1121,17,42,0,2,3,0,0
1122,17,1,1,0,4,1,0
1123,17,55,0,1,3,0,0
1124,17,15,1,2,3,0,0
1125,17,27,0,1,0,1,0
1126,17,21,1,1,0,0,0
1127,17,38,1,1,0,0,0
1128,17,28,1,2,0,0,0
1129,17,31,2,2,5,1,0
1130,17,90,1,1,2,0,0
1131,17,20,1,2,4,0,0
1132,17,85,3,0,2,0,0
1133,17,6,1,2,4,0,0
1134,17,86,1,1,4,0,0
1135,17,52,2,0,1,0,0
1136,17,78,1,2,1,0,0
1137,17,75,1,1,4,0,0
1138,17,64,0,2,4,0,0
1139,17,70,0,0,0,1,0
1140,17,75,0,1,5,0,0
1681,18,6,3,0,1,1,0
1682,18,63,2,0,2,0,0
1683,18,29,3,2,2,1,0
1684,18,37,3,1,5,1,0
1685,18,85,0,0,2,0,0
1686,18,53,3,2,5,0,0
1687,18,89,1,2,4,1,0
1688,18,33,0,0,4,1,0
1689,18,49,0,1,1,1,0
1690,18,13,1,1,4,1,0
1691,18,45,0,0,2,0,0
1692,18,8,0,0,2,0,0
1693,18,6,0,1,5,0,0
1694,18,35,0,0,4,1,0
1695,18,47,2,2,2,1,0
1696,18,25,0,0,4,1,0
1697,18,18,2,1,5,1,0
1698,18,45,1,0,2,0,0
1699,18,85,2,0,5,1,0
1700,18,44,2,2,0,0,0
1701,18,66,1,0,4,1,0
1702,18,78,2,0,0,1,0
1703,18,37,2,2,4,1,0
1704,18,43,3,1,4,1,0
1705,18,90,0,2,4,0,0
1706,18,12,0,2,4,1,0
1707,18,72,1,2,1,0,0
1708,18,79,2,0,4,1,0
1709,18,7,2,1,3,1,0
1710,18,89,3,1,0,1,0
1711,18,0,3,2,5,1,0
1712,18,77,1,1,5,0,0
1713,18,73,3,0,1,0,0
1714,18,82,1,2,4,1,0
1715,18,36,2,0,3,0,0
1716,18,86,0,1,1,0,0
1717,18,12,2,0,2,1,0
1718,18,5,1,1,0,0,0
1719,18,17,1,1,4,0,0
1720,18,8,1,2,2,0,0
701,19,80,0,2,5,1,0
702,19,70,2,1,1,0,0
703,19,53,1,2,2,0,0
704,19,35,3,2,3,1,0
705,19,68,1,0,4,1,0
706,19,28,3,0,3,0,0
707,19,59,0,1,4,1,0
708,19,25,3,2,3,1,0
709,19,58,0,2,1,1,0
710,19,4,2,0,5,0,0
711,19,18,0,0,0,0,0
712,19,32,1,1,1,1,0
713,19,45,0,1,3,1,0
714,19,2,3,1,3,0,0
715,19,37,1,2,4,0,0
716,19,37,0,1,5,0,0
717,19,49,3,2,3,1,0
718,19,84,2,1,2,1,0
719,19,59,1,2,0,0,0
720,19,53,0,0,3,0,0
1761,19,68,1,2,0,0,0
1762,19,2,2,2,2,1,0
1763,19,58,1,0,4,0,0
1764,19,2,0,0,1,0,0
1765,19,32,2,2,2,1,0
1766,19,27,3,1,1,0,0
1767,19,84,0,0,0,0,0
1768,19,59,1,0,3,0,0
1769,19,35,2,1,0,0,0
1770,19,66,0,0,5,0,0
1771,19,56,0,0,4,0,0
1772,19,34,1,2,4,0,0
1773,19,71,3,2,3,0,0
1774,19,89,1,1,5,0,0
1775,19,70,3,2,1,1,0
1776,19,81,1,0,1,0,0
1777,19,51,0,0,3,1,0
1778,19,39,2,2,1,0,0
1779,19,34,1,0,5,0,0
1780,19,77,3,2,4,1,0
521,20,53,1,2,3,0,0
522,20,34,3,1,3,1,0
523,20,13,2,2,1,1,0
524,20,10,2,1,4,1,0
525,20,84,1,1,5,0,0
526,20,35,0,2,5,0,0
527,20,38,2,1,3,1,0
528,20,58,0,0,2,0,0
529,20,15,3,0,3,1,0
530,20,42,1,2,5,0,0
531,20,33,0,2,0,0,0
532,20,10,1,0,2,0,0
533,20,63,2,1,2,0,0
534,20,60,1,0,0,1,0
535,20,21,3,0,0,1,0
536,20,15,2,2,2,0,0
537,20,17,3,1,5,0,0
538,20,23,0,0,2,1,0
539,20,75,0,2,5,0,0
540,20,42,1,1,5,0,0
881,20,87,1,1,3,1,0
882,20,69,2,0,4,1,0
883,20,48,3,0,1,1,0
884,20,32,2,0,1,0,0
885,20,66,2,0,4,1,0
886,20,6,3,0,0,1,0
887,20,7,2,2,2,0,0
888,20,51,0,1,5,0,0
889,20,8,3,0,2,0,0
890,20,27,2,1,3,1,0
891,20,0,2,0,5,1,0
892,20,88,0,1,3,1,0
893,20,30,1,0,5,1,0
894,20,60,1,2,3,1,0
895,20,16,0,0,2,1,0
896,20,32,0,2,3,1,0
897,20,41,0,1,1,1,0
898,20,22,0,2,5,1,0
899,20,81,3,1,4,0,0
900,20,3,1,0,5,0,0
301,21,24,3,1,2,1,0
302,21,90,3,1,5,1,0
303,21,19,1,0,4,0,0
304,21,85,2,0,1,1,0
305,21,24,1,1,1,0,0
306,21,81,1,1,2,0,0
307,21,21,3,0,3,1,0
308,21,47,2,1,1,0,0
309,21,34,1,2,2,1,0
310,21,75,0,0,4,0,0
311,21,20,1,2,2,1,0
312,21,25,2,1,2,1,0
313,21,58,2,2,4,1,0
314,21,11,3,0,3,1,0
315,21,21,1,0,1,1,0
316,21,79,1,1,0,1,0
317,21,46,1,2,0,0,0
318,21,10,3,0,4,0,0
319,21,11,0,0,0,0,0
320,21,17,2,0,5,1,0
701,21,5,2,0,1,1,0
702,21,54,0,2,3,1,0
703,21,20,2,0,2,0,0
704,21,36,2,2,4,1,0
705,21,6,1,2,0,0,0
706,21,86,1,2,3,0,0
707,21,14,1,2,3,1,0
708,21,26,0,1,4,1,0
709,21,26,0,0,4,0,0
710,21,79,0,2,4,0,0
711,21,15,2,1,5,1,0
712,21,47,1,0,4,0,0
713,21,39,0,0,4,0,0
714,21,90,3,0,0,0,0
715,21,48,2,1,4,0,0
716,21,75,3,1,5,1,0
717,21,2,2,2,0,0,0
718,21,7,1,0,1,0,0
719,21,27,1,0,3,0,0
720,21,33,0,0,3,0,0
